,Planet_Name,SNR_Emission_15_micron,SNR_Emission_5_micron,SNR_Transmission_K_mag,Rp,Mp,Tday,Teq,log10g_p,Period,Transit_Duration,K_mag,Distance,Teff,log10g_s,Transit_Flag,Catalog_Name
1340,Kepler-1611 b,0.0,0.0,0.006,0.07,0.00144,1280.0,1077.0,2.838,5.1762,5.261,12.7,908.44,5605.0,4.49,True,nexsci
1279,Kepler-1564 b,0.0,0.0,0.003,0.13,0.00869,826.0,694.0,3.0989999999999998,18.054000000000002,4.587,13.3,908.8,5528.0,4.5,True,nexsci
2444,Kepler-682 b,0.0,0.004,0.025,0.66,0.134,925.0,777.0,2.885,12.6119,5.1636,13.5,1979.25,5559.0,4.51,True,nexsci
2446,Kepler-684 b,0.0,0.001,0.006999999999999999,0.3,0.0354,1155.0,971.0,2.989,6.7703,2.0844,13.8,1731.27,5493.0,4.53,True,nexsci
768,Kepler-1178 b,0.0,0.0,0.005,0.1,0.0039,620.0,522.0,3.03,31.8063,3.7939999999999996,11.7,482.29,4990.0,4.59,True,nexsci
2668,Kepler-856 b,0.001,0.006,0.024,0.83,0.19899999999999998,1091.0,918.0,2.855,8.0277,3.1401,13.9,1351.17,5535.0,4.49,True,nexsci
3269,NGTS-18 b,0.040999999999999995,0.034,0.045,1.21,0.409,1792.0,1507.0,2.84,3.0513,3.6010000000000004,12.9,1096.19,5610.0,4.16,True,nexsci
3703,Kepler-457 d,0.0,0.001,0.006999999999999999,0.27,0.0289,1310.0,1102.0,3.005,10.6906,4.657,13.0,1072.3,6474.0,4.31,True,nexsci
295,K2-17 b,0.0,0.0,0.019,0.2,0.0176,583.0,491.0,3.042,17.9675,2.592,10.3,125.11,4320.0,4.8,True,nexsci
1807,Kepler-303 b,0.0,0.001,0.013999999999999999,0.08,0.00201,1011.0,851.0,2.9019999999999997,1.9371,1.4747,11.6,209.74,3944.0,4.77,True,nexsci
2533,Kepler-758 c,0.001,0.0,0.003,0.15,0.011000000000000001,1820.0,1530.0,3.0780000000000003,4.7579,4.66,13.1,1502.32,6228.0,4.19,True,nexsci
2711,Kepler-893 b,0.0,0.001,0.006,0.27,0.0297,1256.0,1056.0,3.0039999999999996,6.3386,3.2833,13.7,1285.59,5820.0,4.45,True,nexsci
2691,Kepler-874 b,0.0,0.0,0.006999999999999999,0.35,0.0463,776.0,653.0,2.967,40.0687,5.8875,13.1,1082.16,6020.0,4.37,True,nexsci
2278,Kepler-555 b,0.0,0.001,0.008,0.25,0.0264,995.0,836.0,3.013,16.2178,4.9274,12.6,973.12,5894.0,4.42,True,nexsci
877,Kepler-1259 b,0.002,0.001,0.005,0.13,0.00829,2141.0,1801.0,3.0980000000000003,0.6631,1.1522,13.3,805.56,5053.0,4.58,True,nexsci
1694,Kepler-264 c,0.0,0.0,0.006999999999999999,0.25,0.0264,584.0,491.0,3.013,140.1013,17.933,11.6,942.17,6158.0,4.15,True,nexsci
486,K2-79 b,0.001,0.005,0.031,0.33,0.0415,1224.0,1029.0,2.978,10.9957,4.4856,9.9,256.01,5926.0,4.25,True,nexsci
1756,Kepler-286 d,0.0,0.0,0.002,0.12,0.00733,1201.0,1010.0,3.108,5.9143,2.661,14.1,1226.85,5580.0,4.5,True,nexsci
1069,Kepler-1403 b,0.0,0.0,0.003,0.19,0.0164,1473.0,1239.0,3.0469999999999997,5.1949,3.148,14.2,2163.9,6060.0,4.36,True,nexsci
2245,Kepler-52 d,0.0,0.0,0.008,0.17,0.013999999999999999,429.0,361.0,3.0589999999999997,36.4452,3.9133,12.4,321.54,4263.0,4.73,True,nexsci
787,Kepler-1195 b,0.0,0.0,0.004,0.19,0.0157,890.0,749.0,3.051,8.4964,2.2128,13.7,918.57,4965.0,4.61,True,nexsci
910,Kepler-1284 b,0.001,0.001,0.003,0.11,0.00606,2184.0,1836.0,3.11,0.6641,1.0925,13.6,882.32,5123.0,4.57,True,nexsci
1377,Kepler-1641 c,0.0,0.0,0.006,0.26,0.0283,847.0,712.0,3.0060000000000002,32.6572,5.952999999999999,12.7,860.37,6152.0,4.34,True,nexsci
278,K2-156 b,,,,0.1,0.00505,1754.0,1475.0,3.072,0.8131,,10.4,150.21,4597.0,4.62,True,nexsci
2108,Kepler-433 b,0.052000000000000005,0.028999999999999998,0.006999999999999999,1.45,2.82,2104.0,1769.0,3.522,5.3341,6.2521,12.8,1878.31,6360.0,3.89,True,nexsci
2103,Kepler-424 b,0.011000000000000001,0.02,0.009000000000000001,0.89,1.03,1447.0,1217.0,3.508,3.3119,1.3944,12.5,698.65,5460.0,4.5,True,nexsci
936,Kepler-1305 b,0.0,0.0,0.003,0.17,0.0132,962.0,809.0,3.0639999999999996,13.5631,5.438,14.1,1575.23,5701.0,4.47,True,nexsci
3063,WASP-190 b,0.069,0.061,0.037000000000000005,1.15,1.0,1803.0,1516.0,3.273,5.3678,4.4639999999999995,10.7,542.25,6400.0,4.17,True,nexsci
864,Kepler-124 c,0.0,0.0,0.009000000000000001,0.16,0.0117,723.0,608.0,3.076,13.8214,3.552,12.2,420.05,4984.0,4.67,True,nexsci
2972,WASP-39 b,0.055999999999999994,0.146,0.408,1.27,0.28,1333.0,1121.0,2.634,4.0553,2.8032,10.2,213.98,5400.0,4.45,True,nexsci
865,Kepler-124 d,0.0,0.0,0.005,0.1,0.0044399999999999995,555.0,466.0,3.05,30.9509,4.1819999999999995,12.2,420.05,4984.0,4.67,True,nexsci
109,HAT-P-4 b,0.262,0.15,0.121,1.27,0.6709999999999999,2030.0,1707.0,3.011,3.0565,4.224,9.8,320.45,5860.0,4.14,True,nexsci
3655,Kepler-1942 b,0.0,0.0,0.004,0.19,0.0161,1317.0,1108.0,3.048,4.626,0.56,13.0,842.49,5834.0,4.57,True,nexsci
3356,TOI-561 e,0.0,0.001,0.023,0.24,0.050339999999999996,504.0,424.0,3.343,77.23,6.96,8.4,85.8,5455.0,4.47,True,nexsci
2492,Kepler-723 b,0.011000000000000001,0.027000000000000003,,1.09,,1369.0,1151.0,,4.0823,3.238,13.5,1071.8,5539.0,4.51,True,nexsci
3535,Kepler-1769 b,0.0,0.0,0.01,0.4,0.0573,626.0,527.0,2.9530000000000003,89.1935,4.013,11.3,438.41,6071.0,4.24,True,nexsci
1017,Kepler-1366 b,0.0,0.001,0.005,0.13,0.00829,1094.0,920.0,3.0980000000000003,2.1646,1.2862,13.0,465.83,4070.0,4.68,True,nexsci
3030,WASP-94 A b,0.409,0.33299999999999996,0.522,1.58,0.5,1835.0,1543.0,2.696,3.9502,4.488,8.9,211.21,6170.0,4.27,True,nexsci
212,K2-122 b,0.0,0.001,0.019,0.1,0.00521,914.0,769.0,3.085,2.2193,1.236,9.3,72.04,4009.0,4.69,True,nexsci
